poll	workload	req_delay	req_min	req_max	rep_delay	rep_min	rep_max	avg_coord_queue[s]	mac_percentage_dropped
460	100	0.445	0.238	0.558	0.004	0.004	0.004	0.271	0.022
465	100	0.448	0.238	0.562	0.004	0.004	0.004	0.272	0.022
470	100	0.459	0.238	0.578	0.004	0.004	0.004	0.281	0.022
475	100	0.470	0.243	0.592	0.004	0.004	0.004	0.290	0.022
480	100	0.492	0.258	0.617	0.004	0.004	0.004	0.308	0.022
485	100	0.487	0.247	0.615	0.004	0.004	0.005	0.303	0.022
490	100	0.495	0.249	0.627	0.004	0.004	0.004	0.311	0.022
495	100	0.507	0.263	0.637	0.006	0.004	0.010	0.316	0.022
500	100	0.478	0.218	0.617	0.005	0.004	0.006	0.295	0.022
505	100	0.522	0.256	0.663	0.004	0.004	0.004	0.332	0.022
510	100	0.535	0.265	0.678	0.006	0.004	0.009	0.343	0.022
515	100	0.540	0.261	0.688	0.005	0.004	0.006	0.348	0.022
520	100	0.565	0.278	0.717	0.004	0.004	0.005	0.370	0.022
525	100	0.537	0.243	0.692	0.004	0.004	0.004	0.345	0.022
530	100	0.568	0.268	0.727	0.004	0.004	0.004	0.373	0.022
535	100	0.579	0.272	0.740	0.004	0.004	0.004	0.382	0.022
540	100	0.572	0.258	0.738	0.004	0.004	0.004	0.376	0.022
545	100	0.596	0.277	0.765	0.004	0.004	0.004	0.398	0.022
550	100	0.596	0.269	0.768	0.004	0.004	0.004	0.398	0.022
555	100	0.614	0.284	0.788	0.004	0.004	0.004	0.414	0.022
560	100	0.638	0.299	0.817	0.004	0.004	0.004	0.438	0.022
565	100	0.631	0.286	0.813	0.004	0.004	0.004	0.431	0.022
570	100	0.642	0.288	0.827	0.004	0.004	0.004	0.441	0.022
575	100	0.653	0.293	0.842	0.004	0.004	0.004	0.453	0.022
580	100	0.664	0.298	0.856	0.004	0.004	0.004	0.463	0.044
585	100	0.669	0.298	0.863	0.004	0.004	0.004	0.466	0.022
590	100	0.676	0.297	0.873	0.004	0.004	0.004	0.474	0.022
595	100	0.717	0.335	0.916	0.004	0.004	0.004	0.515	0.022
600	100	137.829	137.361	138.401	0.004	0.004	0.004	136.799	0.032
605	100	224.789	224.235	225.579	0.004	0.004	0.004	223.445	0.044
610	100	218.736	218.221	219.062	0.004	0.004	0.004	217.445	0.044
615	100	200.905	198.915	202.255	0.005	0.004	0.006	201.196	0.040
620	100	42.489	42.325	42.742	0.007	0.004	0.012	42.130	0.024
625	100	27.301	27.284	27.326	0.004	0.004	0.005	27.048	0.024
630	100	21.798	21.767	21.828	0.004	0.004	0.004	21.547	0.023
635	100	25.186	25.152	25.221	0.004	0.004	0.004	24.926	0.024
640	100	28.519	28.482	28.558	0.004	0.004	0.004	28.251	0.024
645	100	31.798	31.757	31.841	0.004	0.004	0.004	31.521	0.024
650	100	35.637	35.601	35.668	0.004	0.004	0.004	35.360	0.024
655	100	38.189	38.142	38.241	0.004	0.004	0.004	37.896	0.024
660	100	41.323	41.282	41.358	0.004	0.004	0.004	41.031	0.024
665	100	44.415	44.372	44.453	0.004	0.004	0.004	44.116	0.025
670	100	47.458	47.412	47.498	0.004	0.004	0.004	47.151	0.025
675	100	50.450	50.402	50.493	0.004	0.004	0.004	50.136	0.025
680	100	53.393	53.342	53.438	0.004	0.004	0.004	53.071	0.025
685	100	56.285	56.232	56.333	0.004	0.004	0.004	55.956	0.025
690	100	59.173	59.117	59.223	0.004	0.004	0.004	58.836	0.026
695	100	61.983	61.956	62.021	0.004	0.004	0.004	61.624	0.026
700	100	64.146	64.052	64.218	0.005	0.004	0.006	63.763	0.026
705	100	66.740	66.453	66.971	0.007	0.004	0.012	66.503	0.026
710	100	69.614	69.497	69.678	0.004	0.004	0.004	69.199	0.026
715	100	72.190	72.077	72.341	0.005	0.004	0.006	71.848	0.026
720	100	74.785	74.484	75.018	0.006	0.004	0.010	74.473	0.027
725	100	77.931	77.758	78.040	0.004	0.004	0.005	77.521	0.027
730	100	80.031	79.912	80.123	0.004	0.004	0.004	79.593	0.027
735	100	83.203	83.124	83.276	0.004	0.004	0.004	82.799	0.027
740	100	85.713	85.632	85.788	0.004	0.004	0.004	85.301	0.027
745	100	88.134	88.027	88.261	0.004	0.004	0.004	87.715	0.028
750	100	90.563	90.452	90.693	0.004	0.004	0.004	90.136	0.028
755	100	92.325	92.159	92.486	0.004	0.004	0.004	91.841	0.028
760	100	94.726	94.582	94.838	0.004	0.004	0.004	94.233	0.028
765	100	97.035	96.887	97.151	0.004	0.004	0.004	96.532	0.028
770	100	99.304	99.152	99.423	0.004	0.004	0.004	98.792	0.029
775	100	101.621	101.464	101.743	0.004	0.004	0.004	101.100	0.029
780	100	103.813	103.652	103.938	0.004	0.004	0.005	103.282	0.029
785	100	106.057	105.892	106.186	0.004	0.004	0.004	105.517	0.029
790	100	108.266	108.097	108.398	0.004	0.004	0.004	107.717	0.029
795	100	110.310	110.169	110.478	0.004	0.004	0.004	109.818	0.029
800	100	112.446	112.302	112.618	0.004	0.004	0.004	111.946	0.030
805	100	114.547	114.399	114.723	0.004	0.004	0.004	114.039	0.030
810	100	116.613	116.462	116.793	0.004	0.004	0.005	116.097	0.030
815	100	118.715	118.597	118.828	0.004	0.004	0.004	118.192	0.030
820	100	120.713	120.592	120.828	0.004	0.004	0.004	120.182	0.030
825	100	122.713	122.552	122.906	0.004	0.004	0.004	122.175	0.031
830	100	124.718	124.592	124.838	0.004	0.004	0.004	124.172	0.061
835	100	126.613	126.484	126.736	0.004	0.004	0.004	126.060	0.031
840	100	128.593	128.462	128.718	0.004	0.004	0.004	128.032	0.031
845	100	130.461	130.287	130.671	0.004	0.004	0.005	129.893	0.031
850	100	132.338	132.202	132.468	0.004	0.004	0.004	131.762	0.031
855	100	134.225	134.087	134.358	0.004	0.004	0.004	133.642	0.032
860	100	136.083	135.942	136.218	0.004	0.004	0.004	135.492	0.032
865	100	137.910	137.767	138.048	0.004	0.004	0.004	137.312	0.064
870	100	139.708	139.562	139.848	0.004	0.004	0.004	139.102	0.064
875	100	141.475	141.327	141.618	0.004	0.004	0.004	140.862	0.032
880	100	143.213	143.062	143.358	0.004	0.004	0.004	142.592	0.033
885	100	144.968	144.767	145.211	0.004	0.004	0.004	144.340	0.033
890	100	146.791	146.587	146.893	0.004	0.004	0.004	146.107	0.033
895	100	148.393	148.234	148.546	0.004	0.004	0.004	147.750	0.033
900	100	150.063	149.852	150.318	0.004	0.004	0.004	149.412	0.033
905	100	151.755	151.592	151.913	0.004	0.004	0.004	151.097	0.034
910	100	153.369	153.152	153.633	0.004	0.004	0.004	152.704	0.034
915	100	155.008	154.839	155.171	0.004	0.004	0.004	154.334	0.034
920	100	156.673	156.502	156.838	0.004	0.004	0.004	155.992	0.034
925	100	158.204	157.977	158.481	0.004	0.004	0.004	157.516	0.034
930	100	159.763	159.587	159.933	0.004	0.004	0.004	159.067	0.034
935	100	161.350	161.172	161.523	0.004	0.004	0.005	160.647	0.035
940	100	162.913	162.732	163.088	0.004	0.004	0.004	162.202	0.035
945	100	164.450	164.267	164.628	0.004	0.004	0.004	163.732	0.035
950	100	165.963	165.777	166.143	0.004	0.004	0.004	165.237	0.035
955	100	167.450	167.262	167.633	0.004	0.004	0.004	166.717	0.035
960	100	168.913	168.722	169.098	0.004	0.004	0.004	168.172	0.036
965	100	170.350	170.157	170.538	0.004	0.004	0.004	169.602	0.036
970	100	171.824	171.567	172.138	0.005	0.004	0.007	171.069	0.036
975	100	173.213	172.952	173.531	0.004	0.004	0.004	172.449	0.036
980	100	174.703	174.502	174.898	0.004	0.004	0.004	173.932	0.036
985	100	176.831	176.625	177.031	0.004	0.004	0.005	176.049	0.037
990	100	177.358	177.152	177.558	0.004	0.004	0.004	176.637	0.037
995	100	178.779	178.637	178.851	0.004	0.004	0.004	178.052	0.037
1000	100	180.113	179.902	180.318	0.004	0.004	0.004	179.379	0.037
1005	100	181.490	181.344	181.563	0.004	0.004	0.004	180.749	0.037
1010	100	182.778	182.562	182.988	0.004	0.004	0.004	182.030	0.037
1015	100	184.111	183.962	184.186	0.004	0.004	0.004	183.357	0.038
1020	100	185.493	185.342	185.568	0.004	0.004	0.004	184.732	0.038
1025	100	186.713	186.489	186.931	0.004	0.004	0.004	185.945	0.038
1030	100	188.053	187.827	188.273	0.004	0.004	0.004	187.279	0.038
1035	100	189.300	189.144	189.378	0.004	0.004	0.004	188.519	0.038
1040	100	190.599	190.442	190.678	0.004	0.004	0.005	189.812	0.038
1045	100	191.878	191.719	191.958	0.004	0.004	0.004	191.084	0.039
1050	100	192.463	192.153	192.618	0.004	0.004	0.004	191.515	0.039
1055	100	193.550	193.160	193.858	0.004	0.004	0.004	192.594	0.039
1060	100	194.766	194.373	195.078	0.004	0.004	0.004	193.802	0.039
1065	100	195.963	195.565	196.278	0.004	0.004	0.004	194.991	0.039
1070	100	197.296	196.973	197.458	0.004	0.004	0.004	196.316	0.040
1075	100	198.455	198.128	198.618	0.004	0.004	0.004	197.465	0.040
1080	100	199.593	199.263	199.758	0.004	0.004	0.005	198.596	0.040
1085	100	200.711	200.378	200.878	0.004	0.004	0.004	199.706	0.040
1090	100	201.891	201.473	202.223	0.004	0.004	0.004	200.877	0.040
1095	100	202.971	202.548	203.306	0.004	0.004	0.004	201.948	0.040
1100	100	204.196	203.853	204.368	0.004	0.004	0.004	203.166	0.041
1105	100	205.237	204.890	205.411	0.004	0.004	0.004	204.198	0.041
1110	100	206.343	205.908	206.688	0.004	0.004	0.004	205.296	0.041
1115	100	207.516	207.163	207.693	0.004	0.004	0.004	206.461	0.041
1120	100	208.500	208.143	208.678	0.004	0.004	0.004	207.436	0.041
1125	100	209.551	209.103	209.906	0.004	0.004	0.004	208.478	0.042
1130	100	210.671	210.308	210.853	0.004	0.004	0.004	209.591	0.042
1135	100	211.686	211.231	212.048	0.004	0.004	0.004	210.597	0.042
1140	100	212.773	212.403	212.958	0.004	0.004	0.004	211.676	0.042
1145	100	213.752	213.288	214.121	0.004	0.004	0.004	212.647	0.042
1150	100	214.805	214.428	214.993	0.004	0.004	0.004	213.691	0.043
1155	100	215.933	215.553	216.123	0.004	0.004	0.004	214.811	0.043
1160	100	216.860	216.383	217.238	0.004	0.004	0.004	215.729	0.043
1165	100	217.862	217.476	218.056	0.004	0.004	0.004	216.723	0.043
1170	100	218.943	218.553	219.138	0.004	0.004	0.004	217.796	0.043
1175	100	220.512	220.213	220.806	0.004	0.004	0.004	219.545	0.043
1180	100	221.562	221.260	221.858	0.004	0.004	0.004	220.588	0.044
1185	100	223.685	223.185	224.081	0.004	0.004	0.004	222.407	0.483
1190	100	223.421	223.312	223.623	0.004	0.004	0.004	222.532	0.044
1195	100	224.424	224.314	224.628	0.004	0.004	0.004	223.529	0.044
1200	100	225.213	225.002	225.618	0.004	0.004	0.004	224.312	0.044
1205	100	226.184	225.972	226.593	0.004	0.004	0.004	225.277	0.045
1210	100	227.141	226.927	227.553	0.004	0.004	0.004	226.228	0.045
1215	100	228.083	227.867	228.498	0.004	0.004	0.004	227.164	0.045
1220	100	229.009	228.792	229.428	0.004	0.004	0.004	228.085	0.045
1225	100	229.921	229.702	230.343	0.004	0.004	0.004	228.991	0.045
1230	100	230.818	230.597	231.243	0.004	0.004	0.004	229.882	0.046
1235	100	231.699	231.477	232.128	0.004	0.004	0.004	230.757	0.046
1240	100	232.566	232.342	232.998	0.004	0.004	0.004	231.618	0.046
1245	100	233.418	233.192	233.853	0.004	0.004	0.004	232.464	0.046
1250	100	235.175	234.946	235.616	0.004	0.004	0.004	234.212	0.046
1255	100	235.294	235.174	235.518	0.004	0.004	0.004	234.329	0.046
1260	100	236.103	235.982	236.328	0.004	0.004	0.004	235.132	0.047
1265	100	236.896	236.774	237.123	0.004	0.004	0.004	235.919	0.047
1270	100	237.786	237.552	238.238	0.004	0.004	0.004	236.803	0.047
1275	100	238.550	238.314	239.006	0.004	0.004	0.004	237.562	0.047
1280	100	239.526	239.402	239.758	0.004	0.004	0.004	238.532	0.047
1285	100	240.262	240.137	240.496	0.004	0.004	0.004	239.262	0.048
1290	100	241.098	240.857	241.563	0.004	0.004	0.004	240.091	0.048
1295	100	241.804	241.562	242.273	0.004	0.004	0.004	240.792	0.048
1300	100	242.729	242.602	242.968	0.004	0.004	0.004	241.711	0.048
1305	100	243.525	243.279	244.001	0.004	0.004	0.004	242.501	0.048
1310	100	244.189	243.942	244.668	0.004	0.004	0.004	243.160	0.048
1315	100	245.077	244.947	245.321	0.004	0.004	0.004	244.041	0.049
1320	100	245.713	245.582	245.958	0.004	0.004	0.004	244.792	0.049
1325	100	246.696	246.581	246.926	0.004	0.004	0.004	245.649	0.049
1330	100	247.304	247.172	247.553	0.004	0.004	0.004	246.373	0.049
1335	100	248.143	248.132	248.148	0.004	0.004	0.004	247.207	0.049
1340	100	248.846	248.712	249.098	0.004	0.004	0.004	247.905	0.050
1345	100	249.660	249.649	249.666	0.004	0.004	0.004	248.714	0.050
1350	100	250.338	250.202	250.593	0.004	0.004	0.004	249.387	0.050
1355	100	251.128	251.117	251.133	0.004	0.004	0.004	250.172	0.050
1360	100	251.779	251.642	252.038	0.004	0.004	0.004	250.818	0.050
1365	100	252.545	252.534	252.551	0.004	0.004	0.004	251.579	0.051
1370	100	253.171	253.032	253.433	0.004	0.004	0.004	252.200	0.051
1375	100	254.042	253.902	254.306	0.004	0.004	0.004	253.066	0.051
1380	100	254.773	254.762	254.778	0.004	0.004	0.004	253.792	0.051
1385	100	255.361	255.219	255.628	0.004	0.004	0.004	254.375	0.051
1390	100	256.068	256.057	256.073	0.004	0.004	0.004	255.077	0.051
1395	100	256.895	256.884	256.901	0.004	0.004	0.004	255.899	0.052
1400	100	257.446	257.302	257.718	0.004	0.004	0.004	256.445	0.052
1405	100	258.252	258.107	258.526	0.004	0.004	0.004	257.246	0.052
1410	100	258.913	258.902	258.918	0.004	0.004	0.004	257.902	0.052
1415	100	259.426	259.279	259.703	0.004	0.004	0.004	258.410	0.052
1420	100	260.199	260.052	260.478	0.004	0.004	0.004	259.178	0.053
1425	100	260.963	260.814	261.243	0.004	0.004	0.004	259.937	0.053
1430	100	261.578	261.567	261.583	0.004	0.004	0.004	260.547	0.053
1435	100	262.320	262.309	262.326	0.004	0.004	0.004	261.284	0.053
1440	100	262.773	262.622	263.058	0.004	0.004	0.004	261.731	0.053
1445	100	263.493	263.342	263.781	0.004	0.004	0.004	262.447	0.053
1450	100	264.204	264.052	264.493	0.004	0.004	0.004	263.153	0.054
1455	100	264.905	264.752	265.196	0.005	0.004	0.005	263.849	0.054
1460	100	265.453	265.442	265.458	0.004	0.004	0.004	264.391	0.054
1465	100	266.133	266.122	266.138	0.004	0.004	0.004	265.066	0.054
1470	100	266.803	266.792	266.808	0.004	0.004	0.004	265.731	0.054
1475	100	267.463	267.452	267.468	0.004	0.004	0.004	266.386	0.055
1480	100	268.113	268.102	268.118	0.004	0.004	0.004	267.031	0.055
1485	100	268.458	268.299	268.758	0.004	0.004	0.004	267.371	0.055
1490	100	269.086	268.927	269.388	0.004	0.004	0.004	267.995	0.055
1495	100	269.704	269.544	270.008	0.004	0.004	0.004	268.608	0.055
20	150	0.697	0.052	1.030	0.276	0.138	0.500	1.031	0.104
25	150	0.687	0.054	1.028	0.196	0.164	0.216	1.033	0.104
30	150	0.667	0.022	0.999	0.097	0.057	0.169	1.039	0.104
35	150	0.039	0.025	0.054	0.502	0.454	0.561	0.020	0.015
40	150	0.051	0.034	0.069	0.132	0.006	0.334	0.027	0.030
45	150	0.040	0.027	0.055	0.015	0.005	0.035	0.021	0.030
50	150	0.049	0.023	0.072	0.101	0.006	0.182	0.025	0.015
55	150	0.065	0.032	0.090	0.007	0.004	0.012	0.034	0.015
60	150	0.069	0.038	0.094	0.054	0.004	0.130	0.037	0.030
65	150	0.063	0.037	0.085	0.004	0.004	0.004	0.034	0.015
70	150	0.053	0.038	0.068	0.004	0.004	0.004	0.029	0.015
75	150	0.093	0.051	0.125	0.007	0.004	0.008	0.053	0.163
80	150	0.059	0.038	0.078	0.004	0.004	0.005	0.033	0.015
85	150	0.093	0.047	0.125	0.010	0.005	0.020	0.050	0.015
90	150	0.063	0.048	0.078	0.014	0.005	0.031	0.036	0.015
95	150	0.088	0.052	0.115	0.004	0.004	0.005	0.049	0.015
100	150	0.085	0.026	0.124	0.145	0.005	0.258	0.043	0.030
105	150	0.074	0.060	0.089	0.443	0.431	0.453	0.043	0.015
110	150	0.093	0.058	0.118	0.004	0.004	0.004	0.053	0.015
115	150	0.115	0.062	0.150	0.004	0.004	0.004	0.064	0.015
120	150	0.142	0.071	0.187	0.079	0.004	0.186	0.079	0.015
125	150	0.082	0.068	0.098	0.006	0.004	0.009	0.049	0.015
130	150	0.096	0.068	0.118	0.004	0.004	0.004	0.056	0.015
135	150	0.115	0.072	0.145	0.004	0.004	0.004	0.066	0.015
140	150	0.139	0.078	0.178	0.005	0.004	0.006	0.079	0.015
145	150	0.155	0.076	0.201	0.004	0.004	0.005	0.086	0.030
150	150	0.165	0.073	0.221	0.004	0.004	0.005	0.091	0.015
155	150	0.098	0.082	0.116	0.004	0.004	0.004	0.058	0.030
160	150	0.099	0.078	0.118	0.004	0.004	0.004	0.059	0.015
165	150	0.120	0.087	0.145	0.005	0.004	0.006	0.070	0.015
170	150	0.136	0.088	0.168	0.005	0.004	0.006	0.079	0.015
175	150	0.154	0.093	0.193	0.005	0.004	0.006	0.089	0.030
180	150	0.172	0.098	0.218	0.006	0.004	0.010	0.099	0.015
185	150	0.183	0.096	0.234	0.004	0.004	0.004	0.104	0.015
190	150	0.199	0.098	0.258	0.004	0.004	0.004	0.112	0.015
195	150	0.215	0.102	0.280	0.004	0.004	0.004	0.120	0.015
200	150	0.248	0.123	0.321	0.004	0.004	0.004	0.141	0.015
205	150	0.264	0.135	0.340	0.004	0.004	0.004	0.154	0.015
210	150	0.123	0.108	0.138	0.004	0.004	0.004	0.076	0.015
215	150	0.135	0.112	0.155	0.004	0.004	0.004	0.082	0.015
220	150	0.153	0.118	0.178	0.004	0.004	0.004	0.093	0.015
225	150	0.163	0.118	0.193	0.004	0.004	0.004	0.098	0.015
230	150	0.173	0.118	0.208	0.004	0.004	0.004	0.103	0.015
235	150	0.185	0.121	0.224	0.007	0.004	0.012	0.109	0.015
240	150	0.193	0.118	0.238	0.006	0.004	0.010	0.113	0.015
245	150	0.209	0.126	0.259	0.004	0.004	0.004	0.122	0.015
250	150	0.213	0.118	0.268	0.004	0.004	0.005	0.123	0.015
255	150	0.235	0.135	0.294	0.005	0.004	0.008	0.135	0.015
260	150	0.252	0.138	0.318	0.004	0.004	0.004	0.147	0.015
265	150	0.274	0.151	0.345	0.004	0.004	0.005	0.165	0.163
270	150	0.272	0.138	0.348	0.004	0.004	0.004	0.160	0.015
275	150	0.287	0.143	0.368	0.004	0.004	0.004	0.171	0.015
280	150	0.312	0.158	0.398	0.004	0.004	0.004	0.190	0.015
285	150	0.310	0.147	0.399	0.004	0.004	0.004	0.187	0.015
290	150	0.322	0.148	0.418	0.004	0.004	0.004	0.197	0.030
295	150	0.333	0.151	0.432	0.004	0.004	0.004	0.206	0.015
300	150	47.482	47.363	47.594	0.004	0.004	0.004	47.214	0.016
305	150	149.456	149.290	149.618	0.004	0.004	0.004	148.832	0.243
310	150	0.213	0.192	0.239	0.005	0.004	0.006	0.137	0.015
315	150	0.175	0.161	0.189	0.004	0.004	0.004	0.110	0.015
320	150	0.179	0.158	0.198	0.004	0.004	0.004	0.113	0.015
325	150	0.196	0.168	0.218	0.004	0.004	0.004	0.122	0.015
330	150	0.203	0.168	0.228	0.004	0.004	0.004	0.126	0.015
335	150	0.211	0.171	0.240	0.004	0.004	0.004	0.130	0.015
340	150	0.226	0.178	0.258	0.004	0.004	0.004	0.140	0.015
345	150	0.229	0.176	0.264	0.004	0.004	0.004	0.141	0.015
350	150	0.229	0.168	0.268	0.005	0.004	0.006	0.140	0.015
355	150	0.249	0.182	0.292	0.004	0.004	0.004	0.153	0.015
360	150	0.273	0.198	0.318	0.006	0.004	0.010	0.170	0.015
365	150	0.267	0.187	0.315	0.004	0.004	0.004	0.165	0.015
370	150	0.276	0.188	0.328	0.004	0.004	0.004	0.171	0.015
375	150	0.287	0.193	0.343	0.004	0.004	0.004	0.180	0.015
380	150	0.299	0.198	0.358	0.004	0.004	0.004	0.188	0.015
385	150	0.461	0.354	0.523	0.004	0.004	0.004	0.346	0.178
390	150	0.313	0.199	0.378	0.004	0.004	0.004	0.199	0.015
395	150	0.321	0.201	0.390	0.004	0.004	0.004	0.205	0.015
400	150	0.246	0.118	0.318	0.004	0.004	0.004	0.139	0.015
405	150	5.814	5.691	5.886	0.004	0.004	0.004	5.668	0.015
410	150	11.248	11.128	11.318	0.004	0.004	0.004	11.090	0.015
415	150	16.551	16.431	16.623	0.004	0.004	0.005	16.382	0.031
420	150	21.729	21.618	21.798	0.004	0.004	0.004	21.548	0.016
425	150	26.783	26.668	26.856	0.004	0.004	0.004	26.591	0.016
430	150	31.725	31.618	31.802	0.004	0.004	0.004	31.516	0.016
435	150	36.552	36.448	36.630	0.004	0.004	0.004	36.330	0.032
440	150	40.853	40.738	40.938	0.004	0.004	0.004	40.619	0.016
445	150	45.461	45.348	45.548	0.004	0.004	0.004	45.215	0.016
450	150	49.963	49.868	50.043	0.004	0.004	0.004	49.704	0.017
455	150	54.369	54.278	54.451	0.004	0.004	0.005	54.098	0.017
460	150	58.686	58.578	58.778	0.004	0.004	0.004	58.402	0.017
465	150	62.907	62.801	63.001	0.004	0.004	0.004	62.611	0.017
470	150	67.034	66.953	67.118	0.004	0.004	0.004	66.726	0.017
475	150	71.071	71.006	71.131	0.004	0.004	0.004	70.762	0.018
480	150	75.019	74.958	75.078	0.004	0.004	0.004	74.699	0.018
485	150	78.910	78.853	78.968	0.005	0.004	0.007	78.578	0.018
490	150	82.706	82.654	82.763	0.004	0.004	0.004	82.363	0.018
495	150	86.531	86.399	86.731	0.007	0.004	0.012	86.051	0.018
500	150	90.046	89.968	90.118	0.005	0.004	0.006	89.695	0.019
505	150	93.609	93.529	93.683	0.004	0.004	0.004	93.250	0.019
510	150	97.004	96.657	97.213	0.006	0.004	0.009	96.769	0.019
515	150	100.560	100.437	100.658	0.005	0.004	0.007	100.203	0.019
520	150	103.946	103.878	104.018	0.004	0.004	0.005	103.552	0.019
525	150	107.263	107.156	107.356	0.004	0.004	0.004	106.858	0.019
530	150	110.476	110.413	110.548	0.004	0.004	0.004	110.060	0.020
535	150	113.696	113.591	113.791	0.004	0.004	0.004	113.270	0.020
540	150	116.816	116.758	116.888	0.004	0.004	0.004	116.379	0.020
545	150	119.906	119.851	119.978	0.004	0.004	0.004	119.458	0.020
550	150	124.369	124.323	124.415	0.004	0.004	0.004	123.880	0.224
555	150	125.861	125.811	125.933	0.004	0.004	0.004	125.391	0.021
560	150	128.726	128.678	128.798	0.004	0.004	0.004	128.245	0.021
565	150	131.598	131.553	131.671	0.004	0.004	0.004	131.107	0.021
570	150	133.944	133.873	134.073	0.004	0.004	0.004	133.415	0.021
575	150	136.733	136.606	136.893	0.004	0.004	0.004	136.192	0.021
580	150	139.426	139.358	139.558	0.004	0.004	0.004	138.873	0.043
585	150	142.112	142.044	142.246	0.004	0.004	0.004	141.547	0.022
590	150	144.733	144.662	144.868	0.004	0.004	0.004	144.157	0.022
595	150	148.265	148.033	148.506	0.004	0.004	0.004	147.743	0.022
600	150	239.137	237.806	240.486	0.004	0.004	0.004	237.031	0.032
605	150	299.633	298.394	301.695	0.004	0.004	0.004	297.274	0.044
610	150	297.155	295.714	298.678	0.004	0.004	0.004	295.836	0.044
615	150	284.844	282.683	286.919	0.005	0.004	0.006	281.385	0.040
620	150	177.402	176.459	178.159	0.006	0.004	0.010	176.538	0.024
625	150	169.321	168.823	169.790	0.004	0.004	0.005	168.634	0.024
630	150	164.298	164.067	164.628	0.004	0.004	0.004	163.665	0.023
635	150	166.586	166.352	166.921	0.004	0.004	0.004	165.943	0.024
640	150	168.819	168.582	169.158	0.004	0.004	0.004	168.165	0.024
645	150	171.038	170.756	171.341	0.004	0.004	0.004	170.333	0.024
650	150	173.604	173.401	173.868	0.004	0.004	0.004	172.968	0.024
655	150	175.189	174.942	175.541	0.004	0.004	0.004	174.503	0.024
660	150	177.376	177.082	177.688	0.004	0.004	0.004	176.635	0.024
665	150	179.382	179.172	179.653	0.004	0.004	0.004	178.718	0.025
670	150	181.424	181.212	181.698	0.004	0.004	0.004	180.750	0.025
675	150	183.417	183.202	183.693	0.004	0.004	0.004	182.733	0.025
680	150	185.359	185.142	185.638	0.004	0.004	0.004	184.665	0.025
685	150	187.252	187.032	187.533	0.004	0.004	0.004	186.548	0.025
690	150	189.239	189.017	189.523	0.004	0.004	0.004	188.525	0.026
695	150	191.083	190.956	191.321	0.004	0.004	0.004	190.310	0.026
700	150	192.479	192.152	192.818	0.005	0.004	0.006	191.647	0.026
705	150	194.239	193.997	194.671	0.007	0.004	0.012	193.485	0.026
710	150	196.093	195.797	196.478	0.004	0.004	0.004	195.278	0.026
715	150	197.729	197.395	198.241	0.005	0.004	0.006	197.025	0.026
720	150	199.569	198.403	200.186	0.006	0.004	0.010	198.781	0.027
725	150	201.519	201.154	202.184	0.004	0.004	0.005	200.935	0.027
730	150	203.064	202.712	203.423	0.004	0.004	0.004	202.162	0.027
735	150	205.269	205.024	205.576	0.004	0.004	0.004	204.465	0.027
740	150	206.979	206.732	207.288	0.004	0.004	0.004	206.165	0.027
745	150	208.534	208.227	208.961	0.004	0.004	0.004	207.710	0.028
750	150	210.163	209.852	210.593	0.004	0.004	0.004	209.328	0.028
755	150	211.751	211.437	212.186	0.004	0.004	0.004	210.907	0.028
760	150	213.419	213.162	213.738	0.004	0.004	0.004	212.565	0.028
765	150	214.929	214.669	215.251	0.004	0.004	0.004	214.065	0.028
770	150	216.399	216.137	216.723	0.004	0.004	0.004	215.525	0.029
775	150	218.017	217.752	218.343	0.004	0.004	0.004	217.133	0.029
780	150	219.409	219.142	219.738	0.004	0.004	0.005	218.515	0.029
785	150	220.954	220.684	221.286	0.004	0.004	0.004	220.050	0.029
790	150	222.000	221.597	222.398	0.004	0.004	0.004	220.957	0.029
795	150	226.658	226.445	227.066	0.004	0.004	0.004	225.854	0.325
800	150	225.113	224.902	225.518	0.004	0.004	0.004	224.312	0.030
805	150	226.514	226.302	226.923	0.004	0.004	0.004	225.705	0.030
810	150	227.881	227.667	228.293	0.004	0.004	0.005	227.063	0.030
815	150	229.351	229.204	229.628	0.004	0.004	0.004	228.525	0.030
820	150	230.649	230.502	230.928	0.004	0.004	0.004	229.815	0.030
825	150	231.983	231.764	232.406	0.004	0.004	0.004	231.141	0.031
830	150	233.356	233.207	233.638	0.004	0.004	0.004	232.505	0.031
835	150	234.552	234.402	234.836	0.004	0.004	0.004	233.693	0.031
840	150	235.933	235.782	236.218	0.004	0.004	0.004	235.065	0.031
845	150	237.135	236.909	237.571	0.004	0.004	0.005	236.259	0.031
850	150	238.379	238.227	238.668	0.004	0.004	0.004	237.495	0.031
855	150	239.192	238.887	239.558	0.004	0.004	0.004	238.150	0.032
860	150	240.449	240.142	240.818	0.004	0.004	0.004	239.397	0.032
865	150	241.677	241.367	242.048	0.004	0.004	0.004	240.615	0.064
870	150	242.874	242.562	243.248	0.004	0.004	0.004	241.802	0.064
875	150	244.042	243.727	244.418	0.004	0.004	0.004	242.960	0.032
880	150	245.179	244.862	245.558	0.004	0.004	0.004	244.087	0.033
